params_M,single_pos_mm,bestK_pos_mm
0.152967,21.322385699947382,3.989392076583619
0.368391,17.677658118900077,3.438818899939134
1.323783,16.664009553831693,3.378840207477823
3.918855,15.791963221394376,3.4957467489368197
4.675847,16.35858840972212,3.3792502851328003
10.417671,19.27243433620384,3.9006851307480246
