size,backbone,params_M,bestK_pos_mm,pct_le1,pct_1_5,pct_5_10,pct_gt10,bestK_ori_deg,pct_ori_le1
512x4,plain,1.323783,3.7028134205876846,4.953125,73.74609375,18.6484375,2.65234375,3.2326183638409045,5.8359375
512x4,rmlp,2.374407,4.448722370833542,2.234375,66.6796875,27.734375,3.3515625,3.616859995379413,4.03515625
512x4,dmlp,6.046471,4.188252331236223,2.66796875,69.21875,25.0234375,3.08984375,3.3667471899257175,4.3984375
768x6,plain,3.918855,13.576893378614132,0.1015625,9.74609375,29.546875,60.60546875,8.711060223748357,0.4609375
768x6,rmlp,7.462407,3.396069968074759,4.85546875,79.109375,14.515624999999998,1.51953125,2.6975530497543754,7.5703125
768x6,dmlp,23.392263,5.499165579495175,0.91796875,48.421875,43.8359375,6.82421875,4.914471865334937,1.6796875
